status, area, eccentricity, perimeter, compactness, aspect ratio, mean of GC, std. dev. of GC, mean of CEGC, std. dev. of CEGC, mean gradient magnitude, neighbour mean gradient magnitude, mean hue, mean saturation, mean value, std. dev. hue, std. dev. saturation, std. dev. value, energy, entropy
1, 16000, 0.68658374, 73.597979, 0.026940269, 0.72705072, 0.016537859, 1.7689663, 0.016243055, 1.7630337, 0, 0, 0.016243055, 0.016243055, 0.016243055, 1.7630337, 1.7630337, 1.7630337, 0.0019015451, 0.038198032, 1.8901515
1, 6474, 0.46417801, 28.727922, 0.010144388, 0.88574195, 0.005916775, 1.1115144, 0.0058510167, 1.1081837, 0, 0, 0.0058510167, 0.0058510167, 0.0058510167, 1.1081837, 1.1081837, 1.1081837, 0.00050025905, 0.023872301, 1.8901515
1, 8193, 0.75882557, 38.04163, 0.014056119, 0.65129393, 0.0072496749, 1.2515527, 0.0071159416, 1.2460674, 0, 0, 0.0071159416, 0.0071159416, 0.0071159416, 1.2460674, 1.2460674, 1.2460674, 0.00057758595, 0.025342981, 1.8901515
1, 18773, 0.58325174, 88.08326, 0.032888436, 0.81229144, 0.01795425, 1.9215703, 0.017366858, 1.904262, 0, 0, 0.017366858, 0.017366858, 0.017366858, 1.904262, 1.904262, 1.904262, 0.0014210758, 0.037990242, 1.8901515
1, 10702, 0.50637865, 54.526911, 0.022107874, 0.86231124, 0.0090790874, 1.4326675, 0.0089084112, 1.4258606, 0, 0, 0.0089084112, 0.0089084112, 0.0089084112, 1.4258606, 1.4258606, 1.4258606, 0.00060047477, 0.027011171, 1.8901515
1, 7412, 0.7762841, 32.970562, 0.011670983, 0.63038319, 0.0073161721, 1.2116025, 0.0070250621, 1.1981655, 0, 0, 0.0070250621, 0.0070250621, 0.0070250621, 1.1981655, 1.1981655, 1.1981655, 0.00064984622, 0.025795272, 1.8901515
1, 12537, 0.91062478, 65.012193, 0.026827867, 0.4132342, 0.010631428, 1.5533214, 0.010482179, 1.5472348, 0, 0, 0.010482179, 0.010482179, 0.010482179, 1.5472348, 1.5472348, 1.5472348, 0.0006742999, 0.028589785, 1.8901515
1, 11135, 0.90034904, 50.284271, 0.018070253, 0.43516847, 0.012050035, 1.514514, 0.011570517, 1.4946299, 0, 0, 0.011570517, 0.011570517, 0.011570517, 1.4946299, 1.4946299, 1.4946299, 0.0010576149, 0.031456252, 1.8901515
1, 19867, 0.94974803, 103.63961, 0.043023861, 0.31301549, 0.018386482, 1.9916411, 0.018416775, 1.9929761, 0, 0, 0.018416775, 0.018416775, 0.018416775, 1.9929761, 1.9929761, 1.9929761, 0.0011802395, 0.037311071, 1.8901515
1, 8525, 0.75523342, 39.79899, 0.01478563, 0.65545595, 0.0089859913, 1.3303035, 0.0091167691, 1.3384325, 0, 0, 0.0091167691, 0.0091167691, 0.0091167691, 1.3384325, 1.3384325, 1.3384325, 0.00071828533, 0.027384899, 1.8901515
1, 21441, 0.74291222, 91.84062, 0.031305072, 0.66938883, 0.028301956, 2.1788492, 0.027904451, 2.1668178, 0, 0, 0.027904451, 0.027904451, 0.027904451, 2.1668178, 2.1668178, 2.1668178, 0.002647809, 0.052215382, 1.8901515
1, 26376, 0.6039328, 112.56854, 0.038230967, 0.79703522, 0.03874867, 2.466113, 0.038977716, 2.4744488, 0, 0, 0.038977716, 0.038977716, 0.038977716, 2.4744488, 2.4744488, 2.4744488, 0.0036916786, 0.065914072, 1.8901515
1, 11281, 0.85670785, 49.213203, 0.017084639, 0.51580197, 0.011597115, 1.5233067, 0.011927385, 1.5399564, 0, 0, 0.011927385, 0.011927385, 0.011927385, 1.5399564, 1.5399564, 1.5399564, 0.00091336202, 0.030484854, 1.8901515
